PassengerId,Survived,HighClassTicket,IsOld,hasLargeFamily,isSingle,hadNiceCabin,isAristocrat,Fare,Sex
128,1,0,0,0,1,0,0,7.1417,male
1037,0,0,0,0,0,0,0,18.0,male
633,1,1,0,0,1,1,0,30.5,male
1051,1,0,0,0,0,0,0,13.775,female
727,1,1,0,0,0,0,0,21.0,female
1056,0,1,0,0,1,0,0,13.0,male
833,0,0,0,0,1,0,0,7.2292,male
477,0,1,0,0,0,0,0,21.0,male
1018,0,0,1,0,1,0,0,7.7958,male
688,0,0,1,0,1,0,0,10.1708,male
862,0,1,1,0,0,0,0,11.5,male
62,1,1,0,0,1,1,0,80.0,female
1246,1,0,1,0,0,0,0,20.575,female
863,1,1,0,0,1,1,0,25.9292,female
712,0,1,0,0,1,1,0,26.55,male
1303,1,1,0,0,0,1,0,90.0,female
685,0,1,0,0,0,0,0,39.0,male
454,1,1,0,0,0,1,0,89.1042,male
933,0,1,0,0,1,1,0,26.55,male
97,0,1,0,0,1,0,0,34.6542,male
711,1,1,0,0,1,1,0,49.5042,female
472,0,0,0,0,1,0,0,8.6625,male
196,1,1,0,0,1,1,0,146.5208,female
95,0,0,0,0,1,0,0,7.25,male
351,0,0,0,0,1,0,0,9.225,male
1023,0,1,0,0,1,1,0,28.5,male
467,0,1,0,0,1,0,0,0.0,male
644,1,0,0,0,1,0,0,56.4958,male
778,1,0,1,0,1,0,0,12.475,female
735,0,1,0,0,1,0,0,13.0,male
716,0,0,1,0,1,1,0,7.65,male
597,1,1,1,0,1,0,0,33.0,female
1269,0,1,1,0,1,0,0,11.5,male
1217,0,0,0,0,1,0,0,7.05,male
1000,0,0,0,0,1,0,0,8.7125,male
961,1,1,0,1,0,1,0,263.0,female
237,0,1,0,0,0,0,0,26.0,male
828,1,1,1,0,0,0,1,37.0042,male
854,1,1,1,0,0,1,0,39.4,female
566,0,0,0,0,0,0,0,24.15,male
1096,0,1,0,0,1,0,0,10.5,male
87,0,0,1,0,0,0,0,34.375,male
1242,1,1,0,0,0,1,0,63.3583,female
865,0,1,0,0,1,0,0,13.0,male
1001,0,1,1,0,1,1,0,13.0,male
1222,1,1,0,0,0,0,0,36.75,female
299,1,1,0,0,1,1,0,30.5,male
663,0,1,0,0,1,1,0,25.5875,male
998,0,0,1,0,1,0,0,7.8208,male
345,0,1,0,0,1,0,0,13.0,male
73,0,1,1,0,1,0,0,73.5,male
1297,0,1,1,0,1,1,0,13.8625,male
684,0,0,1,1,0,0,0,46.9,male
728,1,0,1,0,1,0,0,7.7375,female
1028,0,0,0,0,1,0,0,7.225,male
1243,0,1,0,0,1,0,0,10.5,male
171,0,1,0,0,1,1,0,33.5,male
314,0,0,0,0,1,0,0,7.8958,male
319,1,1,0,0,0,1,0,164.8667,female
262,1,0,1,1,0,0,1,31.3875,male
163,0,0,0,0,1,0,0,7.775,male
578,1,1,0,0,0,1,0,55.9,female
476,0,1,0,0,1,0,0,52.0,male
824,1,0,0,0,0,1,0,12.475,female
1025,0,0,0,0,0,0,0,6.4375,male
1059,0,0,1,0,0,0,0,34.375,male
414,0,1,0,0,1,0,0,0.0,male
1047,0,0,0,0,1,0,0,7.55,male
941,1,0,0,0,0,0,0,15.9,female
658,0,0,0,0,0,0,0,15.5,female
202,0,0,0,1,0,0,0,69.55,male
690,1,1,1,0,0,1,0,211.3375,female
966,1,1,0,0,1,1,0,211.5,female
362,0,1,0,0,0,0,0,27.7208,male
1168,0,1,0,0,1,0,0,10.5,male
1162,0,1,0,0,1,1,0,75.2417,male
84,0,1,0,0,1,0,0,47.1,male
60,0,0,1,1,0,0,1,46.9,male
504,0,0,0,0,1,0,0,9.5875,female
494,0,1,0,0,1,0,0,49.5042,male
766,1,1,0,0,0,1,0,77.9583,female
530,0,1,0,0,0,0,0,11.5,male
1141,1,0,0,0,0,0,0,14.4542,female
582,1,1,0,0,0,1,0,110.8833,female
572,1,1,0,0,0,1,0,51.4792,female
799,0,0,0,0,1,0,0,7.2292,male
1105,1,1,0,0,0,0,0,26.0,female
1280,0,0,1,0,1,0,0,7.75,male
1030,1,0,0,0,1,0,0,8.05,female
1204,0,0,0,0,1,0,0,7.575,male
943,0,1,0,0,1,0,0,15.0333,male
140,0,1,0,0,1,1,0,79.2,male
35,0,1,0,0,0,0,0,82.1708,male
1006,1,1,0,0,0,1,0,221.7792,female
850,1,1,0,0,0,1,0,89.1042,female
1140,1,1,0,0,0,0,0,26.0,female
1088,0,1,1,0,0,1,1,134.5,male
1188,1,1,1,0,0,0,0,41.5792,female
1048,1,1,0,0,1,1,0,221.7792,female
98,1,1,0,0,0,1,0,63.3583,male
402,0,0,0,0,1,0,0,8.05,male
278,0,1,0,0,1,0,0,0.0,male
27,0,0,0,0,1,0,0,7.225,male
493,0,1,0,0,1,1,0,30.5,male
227,1,1,1,0,1,0,0,10.5,male
329,1,0,0,0,0,0,0,20.525,female
682,1,1,0,0,1,1,0,76.7292,male
409,0,0,1,0,1,0,0,7.775,male
421,0,0,0,0,1,0,0,7.8958,male
96,0,0,0,0,1,0,0,8.05,male
1166,0,0,0,0,1,0,0,7.225,male
383,0,0,0,0,1,0,0,7.925,male
1239,1,0,0,0,1,0,0,7.2292,female
328,1,1,0,0,1,1,0,13.0,female
560,1,0,0,0,0,0,0,17.4,female
601,1,1,0,0,0,0,0,27.0,female
1110,1,1,0,0,0,1,0,211.5,female
785,0,0,0,0,1,0,0,7.05,male
453,0,1,0,0,1,1,0,27.75,male
802,1,1,0,0,0,0,0,26.25,female
334,0,0,1,0,0,0,0,18.0,male
271,0,1,0,0,1,0,0,31.0,male
822,1,0,0,0,1,0,0,8.6625,male
148,0,0,1,0,0,0,0,34.375,female
570,1,0,0,0,1,0,0,7.8542,male
757,0,0,0,0,1,0,0,7.7958,male
647,0,0,1,0,1,0,0,7.8958,male
17,0,0,1,1,0,0,1,29.125,male
971,1,0,0,0,1,0,0,7.75,female
1174,1,0,1,0,1,0,0,7.75,female
1079,0,0,1,0,0,0,0,8.05,male
754,0,0,0,0,1,0,0,7.8958,male
819,0,0,0,0,1,0,0,6.45,male
1299,0,1,0,0,0,1,0,211.5,male
55,0,1,0,0,0,1,0,61.9792,male
836,1,1,0,0,0,1,0,83.1583,female
1074,1,1,1,0,0,1,0,53.1,female
274,0,1,0,0,0,1,0,29.7,male
981,0,1,1,0,0,0,1,23.0,male
257,1,1,0,0,1,0,0,79.2,female
1252,0,0,1,1,0,0,1,69.55,male
1165,1,0,1,0,0,0,0,15.5,female
847,0,0,0,1,0,0,0,69.55,male
1083,0,1,0,0,1,0,0,26.0,male
356,0,0,0,0,1,0,0,9.5,male
190,0,0,0,0,1,0,0,7.8958,male
630,0,0,0,0,1,0,0,7.7333,male
788,0,0,1,1,0,0,1,29.125,male
988,1,1,0,0,0,1,0,78.85,female
849,0,1,0,0,0,0,0,33.0,male
176,0,0,1,0,0,0,0,7.8542,male
370,1,1,0,0,1,1,0,69.3,female
1076,1,1,0,0,0,1,0,247.5208,female
1216,1,1,0,0,1,0,0,211.3375,female
561,0,0,0,0,1,0,0,7.75,male
942,0,1,0,0,0,1,0,60.0,male
1008,0,0,0,0,1,0,0,6.4375,male
882,0,0,0,0,1,0,0,7.8958,male
839,1,0,0,0,1,0,0,56.4958,male
37,1,0,0,0,1,0,0,7.2292,male
166,1,0,1,0,0,0,1,20.525,male
662,0,0,0,0,1,0,0,7.225,male
230,0,0,1,0,0,0,0,25.4667,female
38,0,0,1,0,1,0,0,8.05,male
1159,0,0,0,0,1,0,0,7.55,male
744,0,0,0,0,0,0,0,16.1,male
980,1,0,0,0,1,0,0,7.75,female
628,1,1,1,0,1,1,0,77.9583,female
1049,1,0,0,0,1,0,0,7.8542,female
307,1,1,0,0,1,0,0,110.8833,female
829,1,0,0,0,1,0,0,7.75,male
1097,0,1,0,0,1,0,0,25.7417,male
242,1,0,1,0,0,0,0,15.5,female
651,0,0,0,0,1,0,0,7.8958,male
1107,0,1,0,0,1,1,0,42.5,male
391,1,1,0,0,0,1,0,120.0,male
1033,1,1,0,0,1,0,0,151.55,female
775,1,1,0,0,0,0,0,23.0,female
268,1,0,0,0,0,0,0,7.775,male
837,0,0,1,0,1,0,0,8.6625,male
1169,0,1,0,0,0,0,0,26.0,male
183,0,0,1,1,0,0,1,31.3875,male
855,0,1,0,0,0,0,0,26.0,female
679,0,0,0,1,0,0,0,46.9,female
1137,0,1,0,0,0,1,0,51.8625,male
1237,1,0,1,0,1,0,0,7.65,female
458,1,1,0,0,0,1,0,51.8625,female
830,1,1,0,0,1,1,0,80.0,female
671,1,1,0,0,0,0,0,39.0,female
502,0,0,1,0,1,0,0,7.75,female
192,0,1,1,0,1,0,0,13.0,male
381,1,1,0,0,1,0,0,227.525,female
1114,1,1,1,0,1,1,0,10.5,female
394,1,1,0,0,0,1,0,113.275,female
944,1,1,1,0,0,0,0,23.0,female
734,0,1,0,0,1,0,0,13.0,male
590,0,0,0,0,1,0,0,8.05,male
69,1,0,1,1,0,0,0,7.925,female
605,1,1,0,0,1,0,0,26.55,male
617,0,0,0,0,0,0,0,14.4,male
129,1,0,1,0,0,1,0,22.3583,female
333,0,1,0,0,0,1,0,153.4625,male
866,1,1,0,0,1,0,0,13.0,female
808,0,0,1,0,1,0,0,7.775,female
794,0,1,0,0,1,0,0,30.6958,male
929,1,0,1,0,1,0,0,8.6625,female
215,0,0,0,0,0,0,0,7.75,male
30,0,0,0,0,1,0,0,7.8958,male
61,0,0,1,0,1,0,0,7.2292,male
1181,0,0,0,0,1,0,0,8.05,male
960,0,1,0,0,1,1,0,28.5375,male
638,0,1,0,0,0,0,0,26.25,male
212,1,1,0,0,1,0,0,21.0,female
437,0,0,1,0,0,0,0,34.375,female
41,0,0,0,0,0,0,0,9.475,female
669,0,0,0,0,1,0,0,8.05,male
1277,1,1,0,0,0,0,0,65.0,female
144,0,0,1,0,1,0,0,6.75,male
820,0,0,1,1,0,0,1,27.9,male
1285,0,1,0,0,1,0,0,10.5,male
1116,1,1,0,0,1,0,0,27.4458,female
736,0,0,0,0,1,0,0,16.1,male
31,0,1,0,0,1,0,0,27.7208,male
699,0,1,0,0,0,1,0,110.8833,male
186,0,1,0,0,1,0,0,50.0,male
353,0,0,1,0,0,0,0,7.2292,male
302,1,0,0,0,0,0,0,23.25,male
738,1,1,0,0,1,1,0,512.3292,male
674,1,1,0,0,1,0,0,13.0,male
977,0,0,0,0,0,0,0,14.4542,male
464,0,1,0,0,1,0,0,13.0,male
1214,0,1,0,0,1,1,0,13.0,male
125,0,1,0,0,0,1,0,77.2875,male
899,0,1,0,0,0,0,0,29.0,male
341,1,1,1,0,0,1,1,26.0,male
283,0,0,1,0,1,0,0,9.5,male
985,0,0,0,0,1,0,0,8.05,male
177,0,0,1,0,0,0,1,25.4667,male
318,0,1,0,0,1,0,0,14.0,male
133,0,0,0,0,0,0,0,14.5,female
123,0,1,0,0,0,0,0,30.0708,male
946,0,1,0,0,1,0,0,15.5792,male
1180,0,0,0,0,1,1,0,7.2292,male
1108,1,0,1,0,1,0,0,7.8792,female
1121,0,1,0,0,1,0,0,13.0,male
43,0,0,0,0,1,0,0,7.8958,male
432,1,0,0,0,0,0,0,16.1,female
1042,1,1,0,0,0,1,0,83.1583,female
289,1,1,0,0,1,0,0,13.0,male
424,0,0,0,0,0,0,0,14.4,female
1060,1,1,0,0,1,0,0,27.7208,female
90,0,0,0,0,1,0,0,8.05,male
14,0,0,0,1,0,0,0,31.275,male
1225,1,0,1,0,0,0,0,15.7417,female
290,1,0,1,0,1,0,0,7.75,female
718,1,1,0,0,1,1,0,10.5,female
338,1,1,0,0,1,1,0,134.5,female
624,0,0,1,0,1,0,0,7.8542,male
912,0,1,0,0,0,0,0,59.4,male
1094,0,1,0,0,0,1,0,227.525,male
1151,0,0,1,0,1,0,0,7.775,male
220,0,1,0,0,1,0,0,10.5,male
368,1,0,0,0,1,0,0,7.2292,female
154,0,0,0,0,0,0,0,14.5,male
880,1,1,0,0,0,1,0,83.1583,female
403,0,0,1,0,0,0,0,9.825,female
431,1,1,0,0,1,1,0,26.55,male
1218,1,1,1,0,0,1,0,39.0,female
577,1,1,0,0,1,0,0,13.0,female
306,1,1,1,0,0,1,1,151.55,male
1090,0,1,0,0,1,0,0,10.5,male
1065,0,0,0,0,1,0,0,7.2292,male
1009,1,0,1,0,0,0,0,16.7,female
801,0,1,0,0,1,0,0,13.0,male
344,0,1,0,0,1,0,0,13.0,male
1192,0,0,0,0,1,0,0,7.775,male
877,0,0,1,0,1,0,0,9.8458,male
805,1,0,0,0,1,0,0,6.975,male
71,0,1,0,0,1,0,0,10.5,male
405,0,0,1,0,1,0,0,8.6625,female
210,1,1,0,0,1,0,0,31.0,male
284,1,0,1,0,1,0,0,8.05,male
266,0,1,0,0,1,0,0,10.5,male
1156,0,1,0,0,1,0,0,12.7375,male
903,0,1,0,0,1,0,0,26.0,male
498,0,0,0,0,1,0,0,15.1,male
916,1,1,0,0,0,1,0,262.375,female
361,0,0,0,1,0,0,0,27.9,male
891,0,0,0,0,1,0,0,7.75,male
79,1,1,1,0,0,0,1,29.0,male
165,0,0,1,1,0,0,1,39.6875,male
513,1,1,0,0,1,1,0,26.2875,male
554,1,0,1,0,1,0,0,7.225,male
1138,1,1,1,0,1,0,0,21.0,female
1255,0,0,0,0,1,0,0,8.6625,male
80,1,0,0,0,1,0,0,12.475,female
280,1,0,0,0,0,0,0,20.25,female
373,0,0,1,0,1,0,0,8.05,male
623,1,0,1,0,0,0,0,15.7417,male
272,1,0,0,0,1,0,0,0.0,male
1301,1,0,1,0,0,0,0,13.775,female
776,0,0,1,0,1,0,0,7.75,male
213,0,0,1,0,1,0,0,7.25,male
905,0,1,0,0,0,0,0,26.0,male
233,0,1,0,0,1,0,0,13.5,male
313,0,1,0,0,0,0,0,26.0,female
568,0,0,0,0,0,0,0,21.075,female
997,0,0,0,0,1,0,0,22.525,male
858,1,1,0,0,1,1,0,26.55,male
588,1,1,0,0,0,1,0,79.2,male
1219,0,1,0,0,1,0,0,79.2,male
435,0,1,0,0,0,1,0,55.9,male
251,0,0,0,0,1,0,0,7.25,male
695,0,1,0,0,1,0,0,26.55,male
634,0,1,0,0,1,0,0,0.0,male
136,0,1,0,0,1,0,0,15.0458,male
332,0,1,0,0,1,1,0,28.5,male
387,0,0,1,1,0,0,1,46.9,male
584,0,1,0,0,1,0,0,40.125,male
1078,1,1,1,0,0,0,0,21.0,female
791,0,0,0,0,1,0,0,7.75,male
1208,0,1,0,0,0,1,0,146.5208,male
404,0,0,0,0,0,0,0,15.85,male
747,0,0,1,0,0,0,0,20.25,male
928,1,0,1,0,1,0,0,8.05,female
771,0,0,0,0,1,0,0,9.5,male
425,0,0,1,0,0,0,0,20.2125,male
53,1,1,0,0,0,1,0,76.7292,female
536,1,1,1,0,0,0,0,26.25,female
559,1,1,0,0,0,1,0,79.65,female
748,1,1,0,0,1,0,0,13.0,female
1077,0,1,0,0,1,0,0,16.0,male
40,1,0,1,0,0,0,0,11.2417,female
533,0,0,1,0,0,0,0,7.2292,male
986,0,1,0,0,1,0,0,26.0,male
149,0,1,0,0,0,1,0,26.0,male
1234,0,0,0,1,0,0,0,69.55,male
124,1,1,0,0,1,1,0,13.0,female
401,1,0,0,0,1,0,0,7.925,male
705,0,0,0,0,0,0,0,7.8542,male
915,0,1,1,0,0,0,0,61.3792,male
495,0,0,1,0,1,0,0,8.05,male
675,0,1,0,0,1,0,0,0.0,male
1063,0,0,0,0,1,0,0,7.225,male
1200,0,1,0,0,0,1,0,93.5,male
995,0,0,0,0,1,0,0,7.775,male
235,0,1,0,0,1,0,0,10.5,male
1241,1,1,0,0,1,0,0,21.0,female
884,0,1,0,0,1,0,0,10.5,male
1134,0,1,0,0,0,1,0,134.5,male
104,0,0,0,0,1,0,0,8.6542,male
74,0,0,0,0,0,0,0,14.4542,male
1098,1,0,0,0,1,0,0,7.75,female
620,0,1,0,0,1,0,0,10.5,male
173,1,0,1,0,0,0,0,11.1333,female
1164,1,1,0,0,0,1,0,136.7792,female
167,1,1,0,0,0,1,0,55.0,female
646,1,1,0,0,0,1,0,76.7292,male
1125,0,0,0,0,1,0,0,7.8792,male
1084,0,0,1,0,0,0,1,14.5,male
653,0,0,1,0,1,0,0,8.4333,male
1035,0,1,0,0,1,0,0,26.0,male
267,0,0,1,1,0,0,0,39.6875,male
667,0,1,0,0,1,0,0,13.0,male
122,0,0,0,0,1,0,0,8.05,male
276,1,1,0,0,0,1,0,77.9583,female
968,0,0,0,0,1,0,0,8.05,male
868,0,1,0,0,1,0,0,50.4958,male
934,0,0,0,0,1,0,0,7.85,male
1010,0,1,0,0,1,1,0,75.2417,male
474,1,1,0,0,1,1,0,13.7917,female
169,0,1,0,0,1,0,0,25.925,male
608,1,1,0,0,1,0,0,30.5,male
413,1,1,0,0,0,1,0,90.0,female
717,1,1,0,0,1,1,0,227.525,female
206,0,0,1,0,0,0,0,10.4625,female
292,1,1,1,0,0,1,0,91.0792,female
204,0,0,0,0,1,0,0,7.225,male
316,1,0,0,0,1,0,0,7.8542,female
1153,0,0,1,0,1,0,0,7.8542,male
889,0,0,1,0,0,0,0,23.45,female
1032,1,0,1,1,0,0,0,46.9,female
1016,0,0,0,0,1,0,0,7.75,male
293,0,1,0,0,1,1,0,12.875,male
897,0,0,1,0,1,0,0,9.225,male
975,0,0,0,0,1,0,0,7.8958,male
1187,0,0,0,0,1,0,0,7.8958,male
950,0,0,0,0,0,0,0,16.1,male
772,0,0,0,0,1,0,0,7.8542,male
1172,1,0,0,0,1,0,0,8.6625,female
418,1,1,1,0,0,0,0,13.0,female
236,0,0,1,0,1,0,0,7.55,female
900,1,0,1,0,1,0,0,7.2292,female
918,1,1,1,0,0,1,0,61.9792,female
846,0,0,0,0,1,0,0,7.55,male
1101,0,0,0,0,1,0,0,7.8958,male
814,0,0,1,1,0,0,0,31.275,female
737,0,0,0,0,0,0,0,34.375,female
118,0,1,0,0,0,0,0,21.0,male
817,0,0,0,0,1,0,0,7.925,female
709,1,1,1,0,1,0,0,151.55,female
450,1,1,0,0,1,1,0,30.5,male
930,0,0,0,0,1,0,0,9.5,male
503,0,0,1,0,1,0,0,7.6292,female
879,0,0,0,0,1,0,0,7.8958,male
769,0,0,0,0,0,0,0,24.15,male
864,0,0,1,1,0,0,0,69.55,female
385,0,0,0,0,1,0,0,7.8958,male
832,1,1,1,0,0,0,1,18.75,male
193,1,0,1,0,0,0,0,7.8542,female
141,0,0,0,0,0,0,0,15.2458,female
545,0,1,0,0,0,1,0,106.425,male
78,0,0,0,0,1,0,0,8.05,male
395,1,0,0,0,0,0,0,16.7,female
260,1,1,0,0,0,0,0,26.0,female
107,1,0,1,0,1,0,0,7.65,female
399,0,1,0,0,1,0,0,10.5,male
28,0,1,1,1,0,1,0,263.0,male
1112,1,1,0,0,0,0,0,13.8583,female
482,0,1,0,0,1,0,0,0.0,male
488,0,1,0,0,1,1,0,29.7,male
480,1,0,1,0,0,0,0,12.2875,female
650,1,0,0,0,1,0,0,7.55,female
427,1,1,0,0,0,0,0,26.0,female
657,0,0,0,0,1,0,0,7.8958,male
947,0,0,1,1,0,0,1,29.125,male
157,1,0,1,0,1,0,0,7.7333,female
137,1,1,1,0,0,1,0,26.2833,female
108,1,0,0,0,1,0,0,7.775,male
49,0,0,0,0,0,0,0,21.6792,male
59,1,1,1,0,0,0,0,27.75,female
853,0,0,1,0,0,0,0,15.2458,female
181,0,0,1,1,0,0,0,69.55,female
1206,1,1,0,0,1,1,0,135.6333,female
449,1,0,1,0,0,0,0,19.2583,female
917,0,0,0,0,0,0,0,14.5,male
686,0,1,0,0,0,0,0,41.5792,male
589,0,0,1,0,1,0,0,8.05,male
888,1,1,1,0,1,1,0,30.0,female
194,1,1,1,0,0,1,1,26.0,male
1160,1,0,1,0,1,0,0,8.05,female
609,1,1,1,0,0,0,0,41.5792,female
457,0,1,0,0,1,1,0,26.55,male
1015,0,0,0,0,1,0,0,7.25,male
510,1,0,0,0,1,0,0,56.4958,male
270,1,1,0,0,1,1,0,135.6333,female
1184,0,0,0,0,1,0,0,7.2292,male
937,0,0,0,0,1,0,0,7.925,male
932,0,0,0,0,0,0,0,13.4167,male
795,0,0,0,0,1,0,0,7.8958,male
1070,1,1,0,0,0,1,0,39.0,female
902,0,0,0,0,1,0,0,7.8958,male
438,1,1,0,1,0,0,0,18.75,female
898,1,0,0,0,1,0,0,7.6292,female
573,1,1,0,0,1,1,0,26.3875,male
994,0,0,0,0,1,0,0,7.75,male
571,1,1,0,0,1,0,0,10.5,male
815,0,0,0,0,1,0,0,8.05,male
1113,0,0,1,0,1,0,0,8.05,male
1232,0,1,1,0,1,0,0,10.5,male
286,0,0,0,0,1,0,0,8.6625,male
343,0,1,0,0,1,0,0,13.0,male
1086,0,1,1,0,0,0,1,32.5,male
1258,0,0,0,0,0,0,0,14.4583,male
232,0,0,0,0,1,0,0,7.775,male
913,0,0,1,0,0,0,1,3.1708,male
65,0,1,0,0,1,0,0,27.7208,male
763,1,0,1,0,1,0,0,7.2292,male
615,0,0,0,0,1,0,0,8.05,male
522,0,0,1,0,1,0,0,7.8958,male
787,1,0,1,0,1,0,0,7.4958,female
844,0,0,0,0,1,0,0,6.4375,male
904,1,1,0,0,0,1,0,82.2667,female
1064,0,0,0,0,0,0,0,13.9,male
538,1,1,0,0,1,0,0,106.425,female
1268,1,0,1,0,0,0,0,8.6625,female
529,0,0,0,0,1,0,0,7.925,male
352,0,1,0,0,1,1,0,35.0,male
379,0,0,1,0,1,0,0,4.0125,male
24,1,1,0,0,1,0,0,35.5,male
363,0,0,0,0,0,0,0,14.4542,female
448,1,1,0,0,1,0,0,26.55,male
1130,1,1,1,0,0,0,0,13.0,female
63,0,1,0,0,0,1,0,83.475,male
1273,0,0,0,0,1,0,0,7.8792,male
182,0,1,0,0,1,0,0,15.05,male
1271,0,0,1,1,0,0,1,31.3875,male
460,0,0,0,0,1,0,0,7.75,male
462,0,0,0,0,1,0,0,8.05,male
860,0,0,0,0,1,0,0,7.2292,male
500,0,0,0,0,1,0,0,7.7958,male
507,1,1,0,0,0,0,0,26.0,female
496,0,0,0,0,1,0,0,14.4583,male
835,0,0,1,0,1,0,0,8.3,male
908,0,1,0,0,1,0,0,12.35,male
1213,0,0,0,0,1,1,0,7.2292,male
1224,0,0,0,0,1,0,0,7.225,male
768,0,0,0,0,1,0,0,7.75,female
962,1,0,0,0,1,0,0,7.75,female
187,1,0,0,0,0,0,0,15.5,female
1020,0,1,0,0,1,0,0,13.0,male
487,1,1,0,0,0,1,0,90.0,female
784,0,0,0,0,0,0,0,23.45,male
838,0,0,0,0,1,0,0,8.05,male
501,0,0,1,0,1,0,0,8.6625,male
366,0,0,0,0,1,0,0,7.25,male
152,1,1,1,0,0,1,0,66.6,female
470,1,0,1,0,0,0,0,19.2583,female
984,1,1,0,0,0,1,0,52.0,female
706,0,1,0,0,1,0,0,26.0,male
1173,0,0,1,0,0,0,1,13.775,male
250,0,1,0,0,0,0,0,26.0,male
263,0,1,0,0,0,1,0,79.65,male
1045,1,0,0,0,0,0,0,12.1833,female
576,0,0,1,0,1,0,0,14.5,male
702,1,1,0,0,1,1,0,26.2875,male
1099,0,1,0,0,1,0,0,10.5,male
645,1,0,1,0,0,0,0,19.2583,female
580,1,0,0,0,1,0,0,7.925,male
780,1,1,0,0,0,1,0,211.3375,female
